Timestamp,Market Price (USD),Expected Monthly Rent (USD),Has Solar,Has Water Recycling,Has Smart Locks,Has Smart Thermostats,Has Integrated Security,Has EV Charging,Traditional ROI (Net),Smart ROI (Net),Predicted ROI (Model)
6/16/2025 15:52,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:00,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:00,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:10,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:10,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:10,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:10,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:13,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:14,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:14,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 16:30,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,6.1,6.9
6/16/2025 16:37,120000,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.86,6.1,6.1
6/16/2025 16:38,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,6.1,6.9
6/16/2025 16:41,120000,1000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.56,6.1,7.2
6/16/2025 22:29,121000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.66,6.03,6.32
6/16/2025 22:29,121000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.66,6.03,6.32
6/16/2025 22:29,121000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.66,6.03,6.32
6/16/2025 22:29,121000,1000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.46,6.03,7.12
6/16/2025 22:29,124000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.39,5.81,6.58
6/16/2025 22:29,124000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.42,5.81,6.58
6/16/2025 22:30,125000,1300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,8.33,9.1
6/16/2025 22:35,125000,1300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,8.33,9.1
6/16/2025 22:36,125000,1300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,8.33,9.1
6/16/2025 22:36,450000,2400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.13,2.86,3.07
6/16/2025 22:37,450000,2400,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2.86,3.1
6/16/2025 22:40,150000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4.3,4.94
6/16/2025 22:41,150000,1600,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.8,8.62,9.7
6/16/2025 22:43,125000,1600,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.87,10.92,12.22
6/16/2025 22:43,125000,1600,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.87,10.92,12.22
6/16/2025 22:43,125000,1600,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.87,10.92,12.22
6/16/2025 22:43,125000,1600,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.87,10.92,12.22
6/16/2025 22:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,6.1,6.9
6/16/2025 22:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,6.1,6.9
6/16/2025 23:02,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,6.1,6.9
6/16/2025 23:09,120000,1000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.47,6.1,7.2
6/16/2025 23:10,120000,1000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.46,6.1,7.2
6/16/2025 23:10,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.54,6.1,6.9
6/16/2025 23:13,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 23:15,122000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.74,5.95,6.74
6/17/2025 11:06,120000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.19,6.1,6.4
6/17/2025 11:06,120000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8.69,6.1,6.4
6/17/2025 11:15,122000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.38,5.95,6.25
6/17/2025 11:15,122000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.38,5.95,6.25
6/17/2025 11:27,123000,1000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.95,5.88,6.17
2025-06-17 13:13:00,120000,1000,True,False,False,True,False,False,5.52,6.1,7.05
2025-06-18 10:54:31,120000,1000,True,False,False,False,False,False,5.6,6.1,6.9
2025-06-18 12:31:37,120000,1000,True,False,True,False,False,False,8.51,6.1,7.0
2025-06-18 12:38:18,120000,1000,True,False,True,False,False,False,8.51,6.1,7.0
2025-06-18 17:28:59,120000,1000,True,False,False,False,False,False,5.52,6.1,6.9
2025-06-29 11:34:19,120000,1000,True,False,False,False,False,False,8.51,6.1,6.9
2025-06-29 11:36:09,120000,1000,True,False,False,False,False,False,8.74,6.1,6.9
